# base64_utf8_original	base64_utf8_russian
QWxs	0JLRgdC1
Q3ljbGUgdGhlIGxvY2sgbWFudWFsbHkgYW5kIG1vdmUgYmVmb3JlIHRoZSB3YXRjaCBub3RpY2VzLiBTdWNjZXNzIG1lYW5zIHRoZSBjcmV3IG93bnMgdGhlIGNvcnJpZG9ycyBiZWZvcmUgYW55b25lIGtub3dzOyBmYWlsdXJlIG1lYW5zIHRoZSBhbGFybSBhbmQgYSBicmlkZ2UgZmlnaHQu	0JLQutC70Y7Rh9C40YLQtSDQsdC70L7QutC40YDQvtCy0LrRgyDQstGA0YPRh9C90YPRjiDQuCDQv9C10YDQtdC80LXRgdGC0LjRgtC1INC10LUg0LTQviDRgtC+0LPQviwg0LrQsNC6INGH0LDRgdGLINC30LDQvNC10YLRj9GCLiDQo9GB0L/QtdGFINC+0LfQvdCw0YfQsNC10YIsINGH0YLQviDQutC+0LzQsNC90LTQsCDQt9Cw0LLQu9Cw0LTQtdC10YIg0LrQvtGA0LjQtNC+0YDQsNC80Lgg0LXRidC1INC00L4g0YLQvtCz0L4sINC60LDQuiDQutGC0L4t0LvQuNCx0L4g0L7QsSDRjdGC0L7QvCDRg9C30L3QsNC10YI7INC90LXRg9C00LDRh9CwINC+0LfQvdCw0YfQsNC10YIg0YLRgNC10LLQvtCz0YMg0Lgg0LHQvtC5INC90LAg0LzQvtGB0YLRgy4=
RGVjaWRlIHRoZSBwYXduIGlzIG5vdCB3b3J0aCB0aGUgc2lsdmVyLCB0aGUgcmlzaywgb3IgdGhlIHdhci4gVGhlIGNyZXcgbGVhdmVzIHRoZW0gd2l0aCB0aGUgY2FwdG9yIGFuZCBtb3ZlcyBvbi4gVGhlIGNvbGRlc3QgYW5zd2VyLCBhbmQgdGhlIGNoZWFwZXN0IGluIHRoZSBtb21lbnQu	0KDQtdGI0LjRgtC1LCDRh9GC0L4g0L/QtdGI0LrQsCDQvdC1INGB0YLQvtC40YIg0L3QuCDRgdC10YDQtdCx0YDQsCwg0L3QuCDRgNC40YHQutCwLCDQvdC4INCy0L7QudC90YsuINCt0LrQuNC/0LDQtiDQvtGB0YLQsNCy0LvRj9C10YIg0LjRhSDRgSDQv9C+0YXQuNGC0LjRgtC10LvQtdC8INC4INGD0YXQvtC00LjRgi4g0KHQsNC80YvQuSDRhdC+0LvQvtC00L3Ri9C5INC+0YLQstC10YIg0Lgg0YHQsNC80YvQuSDQtNC10YjQtdCy0YvQuSDQvdCwINC00LDQvdC90YvQuSDQvNC+0LzQtdC90YIu
U3RheSBxdWlldCBhbmQgd2F0Y2ggaW5zdGVhZCBvZiBwdXNoaW5nLiBUaGUgY3JldyByZWNvcmRzIGxlc3Mgb2YgYSBjb25mZXNzaW9uIGJ1dCBhIGNsZWFuIHN1Y2Nlc3MgY2F0Y2hlcyBhIHNlbnNpdGl2ZSBkb2N1bWVudCBvcGVuIG9uIGhpcyB0YWJsZXQ6IHRoZSBUaGluIEN1dCBwYXRoLg==	0KHQuNC00LjRgtC1INGC0LjRhdC+INC4INC90LDQsdC70Y7QtNCw0LnRgtC1LCDQsCDQvdC1INGC0L7Qu9C60LDQudGC0LXRgdGMLiDQrdC60LjQv9Cw0LYg0LfQsNC/0LjRgdGL0LLQsNC10YIg0LzQtdC90YzRiNC1INC/0YDQuNC30L3QsNC90LjQuSwg0L3QviDQsiDRgNC10LfRg9C70YzRgtCw0YLQtSDRh9C40YHRgtC+0LPQviDRg9GB0L/QtdGF0LAg0L3QsCDQtdCz0L4g0L/Qu9Cw0L3RiNC10YLQtSDQvtGC0LrRgNGL0LLQsNC10YLRgdGPINGB0LXQutGA0LXRgtC90YvQuSDQtNC+0LrRg9C80LXQvdGCOiDQv9GD0YLRjCDCq9Ci0L7QvdC60LjQuSDRgNCw0LfRgNC10LfCuy4=
Rk5GRiBhdCBhIGNyb3dkZWQgcGFydHksIFRocmVhdCA3LCBldmVyeSBndWVzdCBhIHdpdG5lc3MuIFdpbm5pbmcgbWVhbnMgdGhlIGNyZXcgc2hvb3RzIG91dCBhbmQgbWF5IGdyYWIgdGhlIGV4ZWMncyB0YWJsZXQgb3IgY2FzaDsgbG9zaW5nIGlzIGNyZXcgZG93biBhbmQgaWRlbnRpZmllZC4=	Rk5GRiDQvdCwINC80L3QvtCz0L7Qu9GO0LTQvdC+0Lkg0LLQtdGH0LXRgNC40L3QutC1LCDQo9Cz0YDQvtC30LAgNywg0LrQsNC20LTRi9C5INCz0L7RgdGC0Ywg4oCUINGB0LLQuNC00LXRgtC10LvRjC4g0J/QvtCx0LXQtNCwINC+0LfQvdCw0YfQsNC10YIsINGH0YLQviDQutC+0LzQsNC90LTQsCDRgdGC0YDQtdC70Y/QtdGCINC4INC80L7QttC10YIg0LfQsNGF0LLQsNGC0LjRgtGMINC/0LvQsNC90YjQtdGCINC40LvQuCDQtNC10L3RjNCz0Lgg0YDRg9C60L7QstC+0LTQuNGC0LXQu9GPOyDQv9GA0L7QuNCz0YDRi9GIIC0g0Y3QutC40L/QsNC2INC/0L7RgtC10YDRj9C9INC4INC40LTQtdC90YLQuNGE0LjRhtC40YDQvtCy0LDQvS4=
Q2hhcmdlIHRoZSBhaXJsb2NrIGFuZCBib2FyZCBiZWhpbmQgdGhlIGJyZWFjaC4gQWx3YXlzIGxvdWQ6IHRoZSBjcmV3IGZpZ2h0cyBpdHMgd2F5IHRvIHRoZSBicmlkZ2UgZnJvbSB0aGUgYWlybG9jayBpbiAoVGhyZWF0IDEyKS4gVGhlIGJsdW50ZXN0IGVudHJ5IGFuZCB0aGUgYmxvb2RpZXN0Lg==	0JDRgtCw0LrRg9C50YLQtSDRiNC70Y7QtyDQuCDQtNC+0YHQutGDINC30LAg0L/RgNC+0LvQvtC80L7QvC4g0JLRgdC10LPQtNCwINCz0YDQvtC80LrQvjog0Y3QutC40L/QsNC2INC/0YDQvtCx0LjQstCw0LXRgtGB0Y8g0Log0LzQvtGB0YLQuNC60YMg0YfQtdGA0LXQtyDRiNC70Y7Qt9C+0LLRg9GOINC60LDQvNC10YDRgyAo0KPQs9GA0L7Qt9CwIDEyKS4g0KHQsNC80LDRjyDQs9GA0YPQsdCw0Y8g0LfQsNC/0LjRgdGMINC4INGB0LDQvNCw0Y8g0LrRgNC+0LLQsNCy0LDRjy4=
Q2xpbWIgaW50byB0aGUgY2FyZ28gcG9kPwoKWW91ciBzaHV0dGxlIHdpbGwgYmUgbGVmdCBiZWhpbmQsIHNjcmFwcGVkIGFuZCBkZXN0cm95ZWQuIFlvdSB3aWxsIGJlIGpldHRpc29uZWQgdG8gYSByYW5kb20gc3BvdCBvbiB0aGUgc3VyZmFjZSBiZWxvdy4gVGhpcyBjYW5ub3QgYmUgdW5kb25lLg==	0JfQsNC70LXQt9GC0Ywg0LIg0LPRgNGD0LfQvtCy0YPRjiDQutCw0L/RgdGD0LvRgz8gCgrQktCw0Ygg0YjQsNGC0YLQuyDQsdGD0LTQtdGCINC+0YHRgtCw0LLQu9C10L0sINGB0LTQsNC9INC90LAg0YHQu9C+0Lwg0Lgg0YPQvdC40YfRgtC+0LbQtdC9LiDQktCw0YEg0L7RgtCx0YDQvtGB0LjRgiDQsiDRgdC70YPRh9Cw0LnQvdC+0LUg0LzQtdGB0YLQviDQvdCwINC/0L7QstC10YDRhdC90L7RgdGC0Lgg0LLQvdC40LfRgy4g0K3RgtC+INC90LXQstC+0LfQvNC+0LbQvdC+INC+0YLQvNC10L3QuNGC0Ywu
VGhlIHJpdmFsIGNyZXcgd29uIHRoZSBmaXJlZmlnaHQgaW4gdGhlaXIgb3duIGNvcmUuIEEgcGF3biBpcyBkb3duZWQgYW5kIGNhbiBkaWUgb24gdGhpcyBEZWFkbHkgam9iOyBzdXJ2aXZvcnMgYXJlIHdvdW5kZWQgb3IgaGF1bGVkIG9mZiwgYW5kIHRoZSByaXZhbCBrZWVwcyB0aGUgYmVydGhzLg==	0K3QutC40L/QsNC2INGB0L7Qv9C10YDQvdC40LrQsCDQstGL0LjQs9GA0LDQuyDQv9C10YDQtdGB0YLRgNC10LvQutGDINC90LAg0YHQstC+0LXQvCDRj9C00YDQtS4g0J/QtdGI0LrQsCDRgdCx0LjRgtCwINC4INC80L7QttC10YIg0YPQvNC10YDQtdGC0Ywg0LIg0Y3RgtC+0Lwg0YHQvNC10YDRgtC10LvRjNC90L7QvCDQt9Cw0LTQsNC90LjQuDsg0LLRi9C20LjQstGI0LjQtSDRgNCw0L3QtdC90Ysg0LjQu9C4INGD0LLQtdC30LXQvdGLLCDQsCDRgdC+0L/QtdGA0L3QuNC6INGB0L7RhdGA0LDQvdGP0LXRgiDRgdCy0L7QuCDQvNC10YHRgtCwLg==
UmVjb2duaXplIHRoZSBmYW1pbHkgb2YgY2hlYXQgZnJvbSBleHBlcmllbmNlIHdpdGhvdXQgdGlwcGluZyBoaW0gb2ZmLiBUaGUgY3JldyBsZWFybnMgdGhlIG1ldGhvZCB3ZWxsIGVub3VnaCB0byB1c2UgaXQgdGhlbXNlbHZlcywgd2hpY2ggb3BlbnMgdGhlIGtlZXAtdGhlLXRyaWNrIGVuZGluZy4=	0KDQsNGB0L/QvtC30L3QsNC50YLQtSDRgdC10LzRjNGOINC80L7RiNC10L3QvdC40LrQsCDQvdCwINGB0L7QsdGB0YLQstC10L3QvdC+0Lwg0L7Qv9GL0YLQtSwg0L3QtSDQv9GA0LXQtNGD0L/RgNC10LbQtNCw0Y8g0LXQs9C+LiDQrdC60LjQv9Cw0LYg0LjQt9GD0YfQsNC10YIg0Y3RgtC+0YIg0LzQtdGC0L7QtCDQtNC+0YHRgtCw0YLQvtGH0L3QviDRhdC+0YDQvtGI0L4sINGH0YLQvtCx0Ysg0LjRgdC/0L7Qu9GM0LfQvtCy0LDRgtGMINC10LPQviDRgdCw0LzQvtGB0YLQvtGP0YLQtdC70YzQvdC+LCDRh9GC0L4g0L7RgtC60YDRi9Cy0LDQtdGCINGE0LjQvdCw0LsgwqvQodC+0YXRgNCw0L3QuCDRgtGA0Y7QusK7Lg==
Rk5GRiBhZ2FpbnN0IHRoZSBmcmVpZ2h0ZXIgY3JldywgVGhyZWF0IDEyLiBXaW5uaW5nIGhhbmRzIHRoZSBjcmV3IHRoZSBoZWxtIGFuZCB0aGUgbW9yYWwgZm9yazsgbG9zaW5nIGlzIHRoZSBib2FyZGluZyByZXBlbGxlZCB3aXRoIHRoZSBjcmV3IGRvd25lZCBhYm9hcmQgYSBob3N0aWxlIHNoaXAu	Rk5GRiDQv9GA0L7RgtC40LIg0Y3QutC40L/QsNC20LAg0LPRgNGD0LfQvtCy0L7Qs9C+INGB0YPQtNC90LAsINCj0LPRgNC+0LfQsCAxMi4g0J/QvtC70YPRh9C10L3QuNC1INCyINGA0YPQutC4INGN0LrQuNC/0LDQttGDINGA0YPQu9GPINC4INC80L7RgNCw0LvRjNC90L7QuSDQstC40LvQutC4OyDQv9GA0L7QuNCz0YDRi9GI0LXQvCDRgdGH0LjRgtCw0LXRgtGB0Y8g0L7RgtCx0LjRgtGL0Lkg0LDQsdC+0YDQtNCw0LYg0YEg0LPQuNCx0LXQu9GM0Y4g0Y3QutC40L/QsNC20LAg0L3QsCDQsdC+0YDRgtGDINCy0YDQsNC20LXRgdC60L7Qs9C+INC60L7RgNCw0LHQu9GPLg==
Q2xvc2UtcXVhcnRlcnMgRk5GRiwgVGhyZWF0IDYsIGluIGEgY3JhbXBlZCBzdGFsbC4gV2lubmluZyBsZXRzIHRoZSBjcmV3IHN0cmlwIHRoZSBidXllcidzIGNhc2ggYW5kIGxlYXZlOyBsb3NpbmcgaXMgY3JldyBkb3duIHdpdGggdGhlIGNhc2UgbG9zdCBvbiB0aGUgY3JpbWUgbG9yZCdzIGZsb29yLg==	0JHQu9C40LbQvdC40Lkg0LHQvtC5IEZORkYsINCj0LPRgNC+0LfQsCA2LCDQsiDRgtC10YHQvdC+0Lwg0YHRgtC+0LnQu9C1LiDQn9C+0LHQtdC00LAg0L/QvtC30LLQvtC70Y/QtdGCINC60L7QvNCw0L3QtNC1INC30LDQsdGA0LDRgtGMINGDINC/0L7QutGD0L/QsNGC0LXQu9GPINC00LXQvdGM0LPQuCDQuCDRg9C50YLQuDsg0J/RgNC+0LjQs9GA0YvRiCDigJQg0Y3RgtC+INC/0L7RgtC10YDRjyDQutC+0LzQsNC90LTRiywg0LAg0LTQtdC70L4g0L/RgNC+0LjQs9GA0LDQvdC+INC90LAg0Y3RgtCw0LbQtSDQutGA0LjQvNC40L3QsNC70YzQvdC+0LPQviDQsNCy0YLQvtGA0LjRgtC10YLQsC4=
SGl0IHRoZSBob2xkIHdoZXJlIHRoZSBwYXduIGlzIGtlcHQgYW5kIHB1bGwgdGhlbSBvdXQgd2l0aG91dCBwYXlpbmcgYSBjb2luLiBBIGNsZWFuIHN1Y2Nlc3Mgc3ByaW5ncyB0aGVtIHF1aWV0bHk7IGEgZmFpbHVyZSBkcm9wcyBpbnRvIGEgZmlyZWZpZ2h0IHdpdGggdGhlIGNhcHRvcidzIGd1YXJkcy4=	0KPQtNCw0YDRjNGC0LUg0L/QviDQt9Cw0YbQtdC/0YMsINCz0LTQtSDRhdGA0LDQvdC40YLRgdGPINC/0LXRiNC60LAsINC4INCy0YvRgtCw0YnQuNGC0LUg0LXQtSwg0L3QtSDQt9Cw0L/Qu9Cw0YLQuNCyINC90Lgg0LzQvtC90LXRgtGLLiDQp9C40YHRgtGL0Lkg0YPRgdC/0LXRhSDQv9GA0LjQstC+0LTQuNGCINC40YUg0LIg0YfRg9Cy0YHRgtCy0L47INC90LXRg9C00LDRh9CwINC30LDQutCw0L3Rh9C40LLQsNC10YLRgdGPINC/0LXRgNC10YHRgtGA0LXQu9C60L7QuSDRgSDQvtGF0YDQsNC90L7QuSDQv9C+0YXQuNGC0LjRgtC10LvRjy4=
SXQgaXMgdGhlIGJ1eWVyJ3Mgd29yZCBhZ2FpbnN0IG5vdGhpbmcuIFRoZSBjcmV3IGRpZCBub3Qgc2VlIHRoZSBzaGFrZWRvd24sIHNvIHRoZXkgY2Fubm90IHByb3ZlIGl0LiBFYXQgdGhlIGxvc3MgYW5kIGNvdmVyIHRoZSBkaWZmZXJlbmNlLCBsZWFuIG9uIGhpbSwgb3Igc2V0dGxlIGl0IHdpdGggZ3Vucy4=	0K3RgtC+INGB0LvQvtCy0L4g0L/QvtC60YPQv9Cw0YLQtdC70Y8g0L/RgNC+0YLQuNCyINC90LjRh9C10LPQvi4g0K3QutC40L/QsNC2INC90LUg0LLQuNC00LXQuyDQstGL0LzQvtCz0LDRgtC10LvRjNGB0YLQstCwLCDQv9C+0Y3RgtC+0LzRgyDQtNC+0LrQsNC30LDRgtGMINC10LPQviDQvdC1INC80L7QttC10YIuINCh0YrQtdGI0YzRgtC1INC/0L7RgtC10YDRjiDQuCDQv9C+0LrRgNC+0LnRgtC1INGA0LDQt9C90LjRhtGDLCDQvtC/0LjRgNCw0LnRgtC10YHRjCDQvdCwINC90LXQs9C+INC40LvQuCDRg9GA0LXQs9GD0LvQuNGA0YPQudGC0LUg0Y3RgtC+INGBINC/0L7QvNC+0YnRjNGOINC+0YDRg9C20LjRjy4=
RnVlbCBtZXJjaGFudHMgc2hvdXQgcHJpY2VzIGFjcm9zcyBjcm93ZGVkIHRlcm1pbmFscyB3aGlsZSB0aGljayB0cmFuc2ZlciBob3NlcyBzbmFrZSBpbnRvIGRvY2tlZCBmcmVpZ2h0ZXJzLiBTdGVhbSBhbmQgc21va2UgZGFuY2UgYXJvdW5kIHlvdXIgYm9vdHMgYW5kIHRoZSBmbG9vciB2aWJyYXRlcyBmYWludGx5Lg==	0KLQvtGA0LPQvtCy0YbRiyDRgtC+0L/Qu9C40LLQvtC8INCy0YvQutGA0LjQutC40LLQsNGO0YIg0YbQtdC90Ysg0L3QsCDQv9C10YDQtdC/0L7Qu9C90LXQvdC90YvRhSDRgtC10YDQvNC40L3QsNC70LDRhSwg0LIg0YLQviDQstGA0LXQvNGPINC60LDQuiDRgtC+0LvRgdGC0YvQtSDQv9C10YDQtdC60LDRh9C40LLQsNGO0YnQuNC1INGI0LvQsNC90LPQuCDQstGM0Y7RgtGB0Y8g0LIg0L/RgNC40YjQstCw0YDRgtC+0LLQsNC90L3Ri9C1INCz0YDRg9C30L7QstGL0LUg0YHRg9C00LAuINCf0LDRgCDQuCDQtNGL0Lwg0YLQsNC90YbRg9GO0YIg0LLQvtC60YDRg9CzINCy0LDRiNC40YUg0LHQvtGC0LjQvdC+0LosINCwINC/0L7QuyDRgdC70LDQsdC+INCy0LjQsdGA0LjRgNGD0LXRgi4=
TWFkZSBvciBhYm91dCB0byBiZTogZHJhdyBmaXJzdCBvbiB0aGUgYmFyIGFuZCB0aGUgYm9keWd1YXJkcyAoVGhyZWF0IDcpIHJhdGhlciB0aGFuIGJlIHNlYXJjaGVkLiBMb3VkLCBsZXRoYWwsIGFuZCB0aGUgZW5kIG9mIHRoZSBjbGVhbiBqb2IsIGJ1dCBpdCBiZWF0cyBiZWluZyBjYXVnaHQgd2l0aCB0aGUgd2lyZS4=	0KHQtNC10LvQsNC90L4g0LjQu9C4INGB0LrQvtGA0L4g0LHRg9C00LXRgjog0YHQvdCw0YfQsNC70LAg0L3QsNGA0LjRgdGD0LnRgtC1INGB0YLQvtC50LrRgyDQuCDRgtC10LvQvtGF0YDQsNC90LjRgtC10LvQtdC5ICjRg9Cz0YDQvtC30LAgNyksINCwINC90LUg0L/QvtC00LLQtdGA0LPQsNC50YLQtdGB0Ywg0L7QsdGL0YHQutGDLiDQk9GA0L7QvNC60LjQuSwg0YHQvNC10YDRgtC10LvRjNC90YvQuSDQuCDQutC+0L3QtdGGINGH0LjRgdGC0L7QuSDRgNCw0LHQvtGC0YssINC90L4g0Y3RgtC+INC70YPRh9GI0LUsINGH0LXQvCDQsdGL0YLRjCDQv9C+0LnQvNCw0L3QvdGL0Lwg0LfQsCDQv9GA0L7QstC+0LvQvtC60YMu
Rk5GRiBhZ2FpbnN0IGEgbWFyayBhbmQgd2hvZXZlciBpcyB3aXRoIHRoZW0sIFRocmVhdCA2LiBXaW4gYW5kIHRoZSBjcmV3IGhhcnZlc3RzIG9mZiB0aGUgYm9kaWVzIGFuZCBtb3ZlcyBvbjsgbG9zZSBhbmQgYSBwYXduIGlzIGRvd25lZCBpbiBzb21lb25lJ3MgaG9tZSB3aXRoIHRoZSBjaHJvbWUgdW5jb2xsZWN0ZWQu	Rk5GRiDQv9GA0L7RgtC40LIg0YbQtdC70Lgg0Lgg0YLQtdGFLCDQutGC0L4g0YEg0L3QuNC80LgsINCj0LPRgNC+0LfQsCA2LiDQn9C+0LHQtdC00LjRgtC1LCDQuCDQutC+0LzQsNC90LTQsCDQt9Cw0LHQtdGA0LXRgiDRgtC10LvQsCDQuCDQv9C+0LnQtNC10YIg0LTQsNC70YzRiNC1OyDQv9GA0L7QuNCz0YDQsNGC0YwsINC4INCyINGH0YzQtdC8LdGC0L4g0LTQvtC80LUg0YHQsdC40YLQsCDQv9C10YjQutCwLCDQsCDRhdGA0L7QvCDQvdC1INGB0L7QsdGA0LDQvS4=
VGhlIGR5aW5nIGRvY2staGFuZCBpcyBhIHZvbHVudGFyeSBkb25vci4gQnV5aW5nIGhpcyBoYXJkd2FyZSBmYWlyIGlzIGNsZWFuIHBhcnRzIGFuZCBubyB2aW9sZW5jZSwgYW5kIGl0IHNldHMgdXAgdGhlIEZhaXIgVHJhZGUgZW5kaW5nIGlmIHRoZSBjcmV3IGhhbmRsZXMgdGhlIG90aGVyIHR3byB0aGUgc2FtZSB3YXku	0KPQvNC40YDQsNGO0YnQuNC5INC00L7QutC10YAgLSDQtNC+0LHRgNC+0LLQvtC70YzQvdGL0Lkg0LTQvtC90L7RgC4g0J/QvtC60YPQv9C60LAg0LXQs9C+INC+0LHQvtGA0YPQtNC+0LLQsNC90LjRjyDQvdCwINGP0YDQvNCw0YDQutC1IOKAlCDRjdGC0L4g0YfQuNGB0YLRi9C1INC00LXRgtCw0LvQuCDQuCDQvdC40LrQsNC60L7Qs9C+INC90LDRgdC40LvQuNGPLCDQuCDRjdGC0L4g0YHQvtC30LTQsNC10YIg0YTQuNC90LDQuyDCq9Ch0L/RgNCw0LLQtdC00LvQuNCy0L7QuSDRgtC+0YDQs9C+0LLQu9C4wrssINC10YHQu9C4INC60L7QvNCw0L3QtNCwINC+0LHRgNCw0YnQsNC10YLRgdGPINGBINC00LLRg9C80Y8g0LTRgNGD0LPQuNC80Lgg0YLQvtGH0L3QviDRgtCw0Log0LbQtS4=
VGhyZWUgbWFya3MsIHRocmVlIHNpdHVhdGlvbnMuIFRoZSBicmllZiBzaG93cyBlYWNoIG9uZSdzIGNocm9tZSBhbmQgYSByb3VnaCByZWFkIG9uIGhvdyB3aWxsaW5nIHRoZXkgbWlnaHQgYmUuIFJlYWRpbmcgdGhlIGxpc3QgcHJvcGVybHkgZmlyc3QgcmV2ZWFscyBhbiBvdXQgdGhlIGRvYyBkaWQgbm90IG1lbnRpb24u	0KLRgNC4INC+0YLQvNC10YLQutC4LCDRgtGA0Lgg0YHQuNGC0YPQsNGG0LjQuC4g0JIg0LrRgNCw0YLQutC+0Lwg0L7Qv9C40YHQsNC90LjQuCDQv9C+0LrQsNC30LDQvdGLINC90LDQstGL0LrQuCDQutCw0LbQtNC+0LPQviDQuNC3INC90LjRhSDQuCDQv9GA0LjQsdC70LjQt9C40YLQtdC70YzQvdC+0LUg0L/RgNC10LTRgdGC0LDQstC70LXQvdC40LUg0L4g0YLQvtC8LCDQvdCw0YHQutC+0LvRjNC60L4g0L7QvdC4INCz0L7RgtC+0LLRiy4g0JXRgdC70Lgg0LLQvdC40LzQsNGC0LXQu9GM0L3QviDQv9GA0L7Rh9C40YLQsNGC0Ywg0YHQv9C40YHQvtC6LCDRgdC90LDRh9Cw0LvQsCDQvtCx0L3QsNGA0YPQttC40YLRgdGPINGC0L4sINC+INGH0LXQvCDQtNC+0LrRg9C80LXQvdGCINC90LUg0YPQv9C+0LzRj9C90YPQuy4=
TG9zdCBhIGZpcmVmaWdodCAoZW4gcm91dGUgdG8gdGhlIGNyaW1lIGxvcmQncyBlbmZvcmNlcnMgb3IgYXQgdGhlIGhhbmRvZmYpLiBUaGUgY2Fza2V0IGlzIHRha2VuIGJhY2sgb3IgbG9zdCwgYSBwYXduIG1heSBiZSBjYXB0dXJlZCwgYW5kIG9uIHRoaXMgRGFuZ2Vyb3VzIGpvYiB0aGUgd291bmRzIGFyZSBzZXJpb3VzLg==	0J/RgNC+0LjQs9GA0LDQuyDQv9C10YDQtdGB0YLRgNC10LvQutGDICjQv9C+INC/0YPRgtC4INC6INGB0LjQu9Cw0Lwg0LrRgNC40LzQuNC90LDQu9GM0L3QvtCz0L4g0LDQstGC0L7RgNC40YLQtdGC0LAg0LjQu9C4INC/0YDQuCDQv9C10YDQtdC00LDRh9C1KS4g0JPRgNC+0LEg0L7RgtCx0LjRgNCw0Y7RgiDQuNC70Lgg0YLQtdGA0Y/RjtGCLCDQv9C10YjQutCwINC80L7QttC10YIg0LHRi9GC0Ywg0LfQsNGF0LLQsNGH0LXQvdCwLCDQsCDQvdCwINGN0YLQvtC8INCe0L/QsNGB0L3QvtC8INC30LDQtNCw0L3QuNC4INGA0LDQvdGLINGB0LXRgNGM0LXQt9C90YvQtS4=
QSBoZWxkIGNyZXdtYXRlLCBhIHByaWNlIGluIHNpbHZlciwgYW5kIGEgY2FwdG9yIHdobyB3b3VsZCByYXRoZXIgYmUgcGFpZCB0aGFuIGtlZXAgZmVlZGluZyBhIHByaXNvbmVyLiBGb3VyIHdheXMgdG8gYW5zd2VyOiBwYXksIHRhbGsgdGhlIHByaWNlIGRvd24sIHRha2UgdGhlbSBiYWNrLCBvciB3cml0ZSB0aGVtIG9mZi4=	0KPQtNC10YDQttC40LLQsNC10LzRi9C5INGC0L7QstCw0YDQuNGJINC/0L4g0LrQvtC80LDQvdC00LUsINGG0LXQvdCwINCyINGB0LXRgNC10LHRgNC1INC4INC/0L7RhdC40YLQuNGC0LXQu9GMLCDQutC+0YLQvtGA0YvQuSDQv9GA0LXQtNC/0L7Rh9C10Lsg0LHRiyDQt9Cw0L/Qu9Cw0YLQuNGC0YwsINGH0LXQvCDQv9GA0L7QtNC+0LvQttCw0YLRjCDQutC+0YDQvNC40YLRjCDQv9C70LXQvdC90LjQutCwLiDQp9C10YLRi9GA0LUg0YHQv9C+0YHQvtCx0LAg0L7RgtCy0LXRgtCwOiDQt9Cw0L/Qu9Cw0YLQuNGC0YwsINGB0L3QuNC30LjRgtGMINGG0LXQvdGDLCDQt9Cw0LHRgNCw0YLRjCDQvtCx0YDQsNGC0L3QviDQuNC70Lgg0YHQv9C40YHQsNGC0Ywu
RnJpZ2h0ZW4gdGhlIG1hcmsgaW50byBoYW5kaW5nIG92ZXIgdGhlIGNocm9tZSAob3IgaG9sZGluZyBzdGlsbCB3aGlsZSBpdCBjb21lcyBvZmYpLiBDaHJvbWUgbWFrZXMgdGhlIGNyZXcgc2NhcmllciBoZXJlIHBlciB0aGUgSHVtYW5pdHkgcnVsZXMuIFRoaXMgYWx3YXlzIGxlYXZlcyB0aGUgbWFyayBodXJ0IG9yIHdvcnNlLg==	0J3QsNC/0YPQs9Cw0LnRgtC1INGG0LXQu9GMLCDQt9Cw0YHRgtCw0LLQuNCyINC10LUg0L/QtdGA0LXQtNCw0YLRjCDRhdGA0L7QvCAo0LjQu9C4INC00LXRgNC20LDRgtGMINC90LXQv9C+0LTQstC40LbQvdC+LCDQv9C+0LrQsCDQvtC9INC+0YLQvtGA0LLQtdGC0YHRjykuINCh0L7Qs9C70LDRgdC90L4g0L/RgNCw0LLQuNC70LDQvCDQp9C10LvQvtCy0LXRh9C10YHRgtCy0LAsINCl0YDQvtC8INC00LXQu9Cw0LXRgiDQutC+0LzQsNC90LTRgyDQt9C00LXRgdGMINGB0YLRgNCw0YjQvdC10LUuINCt0YLQviDQstGB0LXQs9C00LAg0L7RgdGC0LDQstC70Y/QtdGCINGB0LvQtdC0INCx0L7Qu9C10LfQvdC10L3QvdGL0Lwg0LjQu9C4INC10YnQtSDRhdGD0LbQtS4=
VGhlIGJvZHlndWFyZCBmb3VuZCB0aGUgcmVjb3JkZXIgYW5kIHRoZSBjcmV3IGRpZCBub3QgZmlnaHQgb3IgY291bGQgbm90LiBUaGUgcmVjb3JkaW5nIGlzIGNvbmZpc2NhdGVkLCB0aGUgY3JldyBpcyByb3VnaGVkIHVwIGluIGEgYmFjayByb29tIGFuZCBkdW1wZWQsIGFuZCB0aGUgc3RhdGlvbiBoYXMgdGhlbSBmbGFnZ2VkLg==	0KLQtdC70L7RhdGA0LDQvdC40YLQtdC70Ywg0L3QsNGI0LXQuyDQtNC40LrRgtC+0YTQvtC9LCDQuCDRjdC60LjQv9Cw0LYg0L3QtSDRgdGC0LDQuyDRgdGA0LDQttCw0YLRjNGB0Y8g0LjQu9C4INC90LUg0YHQvNC+0LMuINCX0LDQv9C40YHRjCDQutC+0L3RhNC40YHQutGD0Y7Rgiwg0LrQvtC80LDQvdC00YMg0LjQt9Cx0LjQstCw0Y7RgiDQsiDQv9C+0LTRgdC+0LHQutC1INC4INCx0YDQvtGB0LDRjtGCLCDQsCDRgdGC0LDQvdGG0LjRjyDQv9C+0LzQtdGH0LDQtdGCINC40YUu
